user_id,total_actions,weekend_actions,geohash_missing_actions,last_7d_actions,last_3d_actions,unique_items,unique_categories,active_days,active_hours,active_span_days,recency_days,avg_actions_per_active_day,avg_actions_per_item,avg_actions_per_category,weekend_action_ratio,geohash_missing_ratio,last_7d_ratio,last_3d_ratio,category_item_ratio,active_day_ratio,active_hour_ratio,behavior_1_count,behavior_1_ratio,behavior_2_count,behavior_2_ratio,behavior_3_count,behavior_3_ratio,behavior_4_count,behavior_4_ratio,label_churn
42021027,134.0,5.0,108.0,45.0,13.0,89.0,20.0,7.0,6.0,22,1,19.142857142857142,1.5056179775280898,6.7,0.03731343283582089,0.8059701492537313,0.3358208955223881,0.09701492537313433,0.2247191011235955,0.2916666666666667,0.25,123.0,0.917910447761194,11.0,0.08208955223880597,0.0,0.0,0.0,0.0,0
42024448,220.0,14.0,110.0,143.0,75.0,114.0,37.0,12.0,14.0,24,0,18.333333333333332,1.9298245614035088,5.945945945945946,0.06363636363636363,0.5,0.65,0.3409090909090909,0.32456140350877194,0.5,0.5833333333333334,212.0,0.9636363636363636,0.0,0.0,6.0,0.02727272727272727,2.0,0.00909090909090909,0
42031986,1255.0,271.0,590.0,272.0,65.0,524.0,137.0,24.0,20.0,24,0,52.291666666666664,2.395038167938931,9.16058394160584,0.21593625498007968,0.4701195219123506,0.21673306772908366,0.05179282868525897,0.26145038167938933,1.0,0.8333333333333334,1226.0,0.9768924302788845,18.0,0.014342629482071713,6.0,0.004780876494023904,5.0,0.00398406374501992,0
42049337,1362.0,488.0,1362.0,459.0,7.0,480.0,73.0,19.0,14.0,23,1,71.6842105263158,2.8375,18.65753424657534,0.35829662261380324,1.0,0.3370044052863436,0.005139500734214391,0.15208333333333332,0.7916666666666666,0.5833333333333334,1330.0,0.9765051395007343,27.0,0.019823788546255508,0.0,0.0,5.0,0.003671071953010279,0
42049679,537.0,107.0,500.0,167.0,81.0,253.0,89.0,20.0,17.0,24,0,26.85,2.122529644268775,6.033707865168539,0.19925512104283055,0.931098696461825,0.31098696461824954,0.15083798882681565,0.35177865612648224,0.8333333333333334,0.7083333333333334,530.0,0.9869646182495344,5.0,0.00931098696461825,1.0,0.00186219739292365,1.0,0.00186219739292365,0
42063682,260.0,100.0,69.0,134.0,1.0,121.0,37.0,10.0,12.0,12,0,26.0,2.1487603305785123,7.027027027027027,0.38461538461538464,0.2653846153846154,0.5153846153846153,0.0038461538461538464,0.30578512396694213,0.4166666666666667,0.5,258.0,0.9923076923076923,0.0,0.0,0.0,0.0,2.0,0.007692307692307693,0
42085231,766.0,0.0,449.0,303.0,158.0,308.0,38.0,10.0,15.0,22,0,76.6,2.487012987012987,20.157894736842106,0.0,0.5861618798955613,0.39556135770234985,0.206266318537859,0.12337662337662338,0.4166666666666667,0.625,747.0,0.9751958224543081,2.0,0.0026109660574412533,15.0,0.0195822454308094,2.0,0.0026109660574412533,0
42089925,1750.0,208.0,1526.0,678.0,431.0,635.0,109.0,22.0,16.0,24,0,79.54545454545455,2.7559055118110236,16.05504587155963,0.11885714285714286,0.872,0.38742857142857146,0.24628571428571427,0.17165354330708663,0.9166666666666666,0.6666666666666666,1617.0,0.924,80.0,0.045714285714285714,37.0,0.021142857142857144,16.0,0.009142857142857144,0
42111305,743.0,168.0,512.0,264.0,94.0,356.0,77.0,19.0,12.0,24,0,39.10526315789474,2.087078651685393,9.64935064935065,0.22611036339165544,0.6890982503364738,0.3553162853297443,0.126514131897712,0.21629213483146068,0.7916666666666666,0.5,680.0,0.9152086137281292,30.0,0.040376850605652756,28.0,0.03768506056527591,5.0,0.006729475100942127,0
42112755,320.0,76.0,278.0,5.0,5.0,154.0,66.0,9.0,10.0,22,0,35.55555555555556,2.0779220779220777,4.848484848484849,0.2375,0.86875,0.015625,0.015625,0.42857142857142855,0.375,0.4166666666666667,316.0,0.9875,0.0,0.0,1.0,0.003125,3.0,0.009375,0
42113872,1604.0,372.0,1175.0,744.0,387.0,611.0,169.0,22.0,18.0,23,0,72.9090909090909,2.6252045826513912,9.49112426035503,0.23192019950124687,0.7325436408977556,0.46384039900249374,0.2412718204488778,0.2765957446808511,0.9166666666666666,0.75,1478.0,0.9214463840399002,0.0,0.0,95.0,0.05922693266832918,31.0,0.019326683291770574,0
42137404,116.0,0.0,10.0,0.0,0.0,34.0,16.0,5.0,8.0,5,6,23.2,3.411764705882353,7.25,0.0,0.08620689655172414,0.0,0.0,0.47058823529411764,0.20833333333333334,0.3333333333333333,102.0,0.8793103448275862,0.0,0.0,10.0,0.08620689655172414,4.0,0.034482758620689655,0
42170243,920.0,144.0,920.0,120.0,82.0,376.0,56.0,18.0,24.0,23,1,51.111111111111114,2.4468085106382977,16.428571428571427,0.1565217391304348,1.0,0.13043478260869565,0.0891304347826087,0.14893617021276595,0.75,1.0,834.0,0.9065217391304348,22.0,0.02391304347826087,40.0,0.043478260869565216,24.0,0.02608695652173913,0
42208524,2047.0,565.0,968.0,957.0,382.0,631.0,101.0,24.0,18.0,24,0,85.29166666666667,3.24405705229794,20.26732673267327,0.27601367855398146,0.47288715192965314,0.4675134342940889,0.18661455788959452,0.1600633914421553,1.0,0.75,1929.0,0.9423546653639472,2.0,0.0009770395701025891,110.0,0.0537371763556424,6.0,0.0029311187103077674,0
42210592,700.0,177.0,106.0,149.0,35.0,236.0,76.0,22.0,18.0,24,0,31.818181818181817,2.9661016949152543,9.210526315789474,0.25285714285714284,0.15142857142857144,0.21285714285714286,0.05,0.3220338983050847,0.9166666666666666,0.75,674.0,0.9628571428571429,1.0,0.0014285714285714286,11.0,0.015714285714285715,14.0,0.02,0
42213703,1071.0,239.0,277.0,24.0,0.0,368.0,46.0,13.0,19.0,17,5,82.38461538461539,2.910326086956522,23.282608695652176,0.223155929038282,0.2586367880485528,0.022408963585434174,0.0,0.125,0.5416666666666666,0.7916666666666666,995.0,0.9290382819794585,53.0,0.04948646125116713,0.0,0.0,23.0,0.021475256769374416,0
42225359,17.0,0.0,17.0,16.0,16.0,7.0,5.0,2.0,4.0,20,1,8.5,2.4285714285714284,3.4,0.0,1.0,0.9411764705882353,0.9411764705882353,0.7142857142857143,0.08333333333333333,0.16666666666666666,13.0,0.7647058823529411,4.0,0.23529411764705882,0.0,0.0,0.0,0.0,1
42227520,636.0,253.0,15.0,175.0,91.0,267.0,74.0,18.0,17.0,24,0,35.333333333333336,2.3820224719101124,8.594594594594595,0.3977987421383648,0.02358490566037736,0.2751572327044025,0.1430817610062893,0.27715355805243447,0.75,0.7083333333333334,616.0,0.9685534591194969,0.0,0.0,7.0,0.0110062893081761,13.0,0.020440251572327043,0
42248597,48.0,44.0,26.0,26.0,4.0,29.0,16.0,3.0,3.0,13,0,16.0,1.6551724137931034,3.0,0.9166666666666666,0.5416666666666666,0.5416666666666666,0.08333333333333333,0.5517241379310345,0.125,0.125,48.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
42277201,104.0,6.0,87.0,12.0,12.0,37.0,24.0,12.0,14.0,24,0,8.666666666666666,2.810810810810811,4.333333333333333,0.057692307692307696,0.8365384615384616,0.11538461538461539,0.11538461538461539,0.6486486486486487,0.5,0.5833333333333334,79.0,0.7596153846153846,0.0,0.0,6.0,0.057692307692307696,19.0,0.18269230769230768,0
42340446,24.0,5.0,2.0,2.0,2.0,9.0,8.0,4.0,5.0,24,0,6.0,2.6666666666666665,3.0,0.20833333333333334,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.8888888888888888,0.16666666666666666,0.20833333333333334,23.0,0.9583333333333334,0.0,0.0,0.0,0.0,1.0,0.041666666666666664,1
42356075,353.0,79.0,237.0,113.0,17.0,151.0,27.0,9.0,12.0,21,1,39.22222222222222,2.337748344370861,13.074074074074074,0.2237960339943343,0.6713881019830028,0.32011331444759206,0.04815864022662889,0.17880794701986755,0.375,0.5,348.0,0.9858356940509915,0.0,0.0,5.0,0.014164305949008499,0.0,0.0,0
42391011,542.0,159.0,223.0,61.0,46.0,211.0,58.0,20.0,13.0,24,0,27.1,2.5687203791469195,9.344827586206897,0.2933579335793358,0.4114391143911439,0.11254612546125461,0.08487084870848709,0.27488151658767773,0.8333333333333334,0.5416666666666666,525.0,0.9686346863468634,11.0,0.02029520295202952,3.0,0.005535055350553505,3.0,0.005535055350553505,0
42407685,398.0,197.0,43.0,20.0,20.0,149.0,51.0,13.0,15.0,24,0,30.615384615384617,2.6711409395973154,7.803921568627451,0.4949748743718593,0.10804020100502512,0.05025125628140704,0.05025125628140704,0.3422818791946309,0.5416666666666666,0.625,394.0,0.9899497487437185,0.0,0.0,3.0,0.007537688442211055,1.0,0.002512562814070352,0
42427256,766.0,144.0,562.0,80.0,80.0,280.0,91.0,19.0,19.0,24,0,40.31578947368421,2.7357142857142858,8.417582417582418,0.18798955613577023,0.7336814621409922,0.10443864229765012,0.10443864229765012,0.325,0.7916666666666666,0.7916666666666666,746.0,0.9738903394255874,0.0,0.0,12.0,0.015665796344647518,8.0,0.010443864229765013,0
42447641,643.0,201.0,525.0,323.0,175.0,324.0,49.0,15.0,20.0,19,0,42.86666666666667,1.9845679012345678,13.122448979591837,0.31259720062208396,0.8164852255054432,0.5023328149300156,0.27216174183514774,0.15123456790123457,0.625,0.8333333333333334,631.0,0.9813374805598756,0.0,0.0,5.0,0.007776049766718507,7.0,0.01088646967340591,0
42450575,677.0,132.0,293.0,275.0,118.0,269.0,114.0,15.0,13.0,22,0,45.13333333333333,2.516728624535316,5.93859649122807,0.19497784342688332,0.4327917282127031,0.40620384047267355,0.17429837518463812,0.42379182156133827,0.625,0.5416666666666666,653.0,0.9645494830132939,15.0,0.022156573116691284,6.0,0.008862629246676515,3.0,0.004431314623338257,0
42453068,73.0,0.0,49.0,24.0,24.0,33.0,10.0,5.0,6.0,17,1,14.6,2.212121212121212,7.3,0.0,0.6712328767123288,0.3287671232876712,0.3287671232876712,0.30303030303030304,0.20833333333333334,0.25,73.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
42461054,573.0,232.0,573.0,175.0,73.0,262.0,45.0,16.0,16.0,24,0,35.8125,2.187022900763359,12.733333333333333,0.4048865619546248,1.0,0.3054101221640489,0.1273996509598604,0.1717557251908397,0.6666666666666666,0.6666666666666666,525.0,0.9162303664921466,0.0,0.0,37.0,0.06457242582897033,11.0,0.019197207678883072,0
42479497,776.0,220.0,770.0,30.0,0.0,349.0,114.0,15.0,13.0,20,4,51.733333333333334,2.2234957020057307,6.807017543859649,0.28350515463917525,0.9922680412371134,0.03865979381443299,0.0,0.32664756446991405,0.625,0.5416666666666666,752.0,0.9690721649484536,13.0,0.01675257731958763,10.0,0.01288659793814433,1.0,0.001288659793814433,0
42501145,2021.0,507.0,1987.0,471.0,110.0,713.0,100.0,24.0,24.0,24,0,84.20833333333333,2.834502103786816,20.21,0.2508659079663533,0.983176645225136,0.2330529440870856,0.05442850074220683,0.1402524544179523,1.0,1.0,1980.0,0.9797130133597229,2.0,0.0009896091044037606,33.0,0.01632855022266205,6.0,0.0029688273132112814,0
42503802,256.0,112.0,95.0,56.0,23.0,100.0,30.0,16.0,14.0,22,0,16.0,2.56,8.533333333333333,0.4375,0.37109375,0.21875,0.08984375,0.3,0.6666666666666666,0.5833333333333334,241.0,0.94140625,0.0,0.0,13.0,0.05078125,2.0,0.0078125,0
42526349,644.0,151.0,191.0,226.0,133.0,213.0,44.0,16.0,15.0,24,0,40.25,3.023474178403756,14.636363636363637,0.234472049689441,0.296583850931677,0.35093167701863354,0.20652173913043478,0.20657276995305165,0.6666666666666666,0.625,611.0,0.9487577639751553,1.0,0.0015527950310559005,24.0,0.037267080745341616,8.0,0.012422360248447204,0
42527310,217.0,94.0,138.0,60.0,0.0,95.0,25.0,9.0,10.0,22,2,24.11111111111111,2.2842105263157895,8.68,0.43317972350230416,0.6359447004608295,0.2764976958525346,0.0,0.2631578947368421,0.375,0.4166666666666667,211.0,0.9723502304147466,0.0,0.0,6.0,0.027649769585253458,0.0,0.0,0
42565296,405.0,99.0,296.0,41.0,38.0,141.0,42.0,18.0,14.0,24,0,22.5,2.872340425531915,9.642857142857142,0.24444444444444444,0.7308641975308642,0.10123456790123457,0.09382716049382717,0.2978723404255319,0.75,0.5833333333333334,374.0,0.9234567901234568,12.0,0.02962962962962963,13.0,0.03209876543209877,6.0,0.014814814814814815,0
42599112,3485.0,1029.0,3162.0,910.0,265.0,1096.0,114.0,24.0,21.0,24,0,145.20833333333334,3.1797445255474455,30.57017543859649,0.29526542324246774,0.9073170731707317,0.2611190817790531,0.07604017216642754,0.10401459854014598,1.0,0.875,3291.0,0.9443328550932568,161.0,0.04619799139167862,7.0,0.0020086083213773313,26.0,0.007460545193687231,0
42601828,279.0,55.0,163.0,104.0,91.0,118.0,28.0,13.0,12.0,24,0,21.46153846153846,2.364406779661017,9.964285714285714,0.1971326164874552,0.5842293906810035,0.3727598566308244,0.32616487455197135,0.23728813559322035,0.5416666666666666,0.5,267.0,0.956989247311828,1.0,0.0035842293906810036,9.0,0.03225806451612903,2.0,0.007168458781362007,0
42636726,188.0,4.0,97.0,65.0,61.0,58.0,11.0,8.0,10.0,14,0,23.5,3.2413793103448274,17.09090909090909,0.02127659574468085,0.5159574468085106,0.34574468085106386,0.324468085106383,0.1896551724137931,0.3333333333333333,0.4166666666666667,169.0,0.898936170212766,0.0,0.0,16.0,0.0851063829787234,3.0,0.015957446808510637,0
42653201,603.0,21.0,603.0,284.0,175.0,309.0,53.0,16.0,17.0,24,0,37.6875,1.9514563106796117,11.377358490566039,0.03482587064676617,1.0,0.4709784411276949,0.2902155887230514,0.1715210355987055,0.6666666666666666,0.7083333333333334,547.0,0.9071310116086235,56.0,0.09286898839137644,0.0,0.0,0.0,0.0,0
42653601,1197.0,292.0,612.0,409.0,179.0,422.0,74.0,23.0,17.0,24,0,52.04347826086956,2.8364928909952605,16.175675675675677,0.24394319131161235,0.5112781954887218,0.341687552213868,0.14954051796157058,0.17535545023696683,0.9583333333333334,0.7083333333333334,1137.0,0.949874686716792,36.0,0.03007518796992481,14.0,0.011695906432748537,10.0,0.00835421888053467,0
42676532,646.0,79.0,584.0,32.0,3.0,211.0,41.0,14.0,19.0,21,1,46.142857142857146,3.061611374407583,15.75609756097561,0.12229102167182662,0.9040247678018576,0.04953560371517028,0.0046439628482972135,0.1943127962085308,0.5833333333333334,0.7916666666666666,600.0,0.9287925696594427,2.0,0.0030959752321981426,33.0,0.05108359133126935,11.0,0.017027863777089782,0
42677791,682.0,171.0,632.0,149.0,28.0,269.0,89.0,24.0,15.0,24,0,28.416666666666668,2.5353159851301115,7.662921348314606,0.250733137829912,0.9266862170087976,0.218475073313783,0.04105571847507331,0.3308550185873606,1.0,0.625,666.0,0.9765395894428153,0.0,0.0,6.0,0.008797653958944282,10.0,0.01466275659824047,0
42681705,135.0,30.0,31.0,14.0,11.0,40.0,16.0,9.0,10.0,22,0,15.0,3.375,8.4375,0.2222222222222222,0.22962962962962963,0.1037037037037037,0.08148148148148149,0.4,0.375,0.4166666666666667,110.0,0.8148148148148148,0.0,0.0,19.0,0.14074074074074075,6.0,0.044444444444444446,0
42694858,609.0,142.0,280.0,326.0,196.0,191.0,51.0,17.0,13.0,23,0,35.8235294117647,3.18848167539267,11.941176470588236,0.23316912972085385,0.45977011494252873,0.535303776683087,0.3218390804597701,0.2670157068062827,0.7083333333333334,0.5416666666666666,564.0,0.9261083743842364,1.0,0.0016420361247947454,40.0,0.06568144499178982,4.0,0.006568144499178982,0
42719621,186.0,74.0,174.0,111.0,12.0,88.0,30.0,9.0,7.0,23,0,20.666666666666668,2.1136363636363638,6.2,0.3978494623655914,0.9354838709677419,0.5967741935483871,0.06451612903225806,0.3409090909090909,0.375,0.2916666666666667,177.0,0.9516129032258065,0.0,0.0,9.0,0.04838709677419355,0.0,0.0,0
42723928,189.0,51.0,189.0,51.0,0.0,61.0,18.0,4.0,11.0,5,4,47.25,3.098360655737705,10.5,0.2698412698412698,1.0,0.2698412698412698,0.0,0.29508196721311475,0.16666666666666666,0.4583333333333333,168.0,0.8888888888888888,0.0,0.0,21.0,0.1111111111111111,0.0,0.0,0
42743566,1955.0,703.0,1711.0,500.0,148.0,727.0,216.0,22.0,17.0,24,0,88.86363636363636,2.6891334250343877,9.050925925925926,0.3595907928388747,0.8751918158567775,0.2557544757033248,0.07570332480818415,0.297111416781293,0.9166666666666666,0.7083333333333334,1537.0,0.7861892583120205,399.0,0.2040920716112532,11.0,0.005626598465473146,8.0,0.004092071611253197,0
42756881,114.0,40.0,61.0,79.0,48.0,57.0,33.0,6.0,8.0,13,0,19.0,2.0,3.4545454545454546,0.3508771929824561,0.5350877192982456,0.6929824561403509,0.42105263157894735,0.5789473684210527,0.25,0.3333333333333333,114.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
42768689,150.0,12.0,103.0,14.0,4.0,60.0,15.0,8.0,9.0,17,0,18.75,2.5,10.0,0.08,0.6866666666666666,0.09333333333333334,0.02666666666666667,0.25,0.3333333333333333,0.375,139.0,0.9266666666666666,0.0,0.0,3.0,0.02,8.0,0.05333333333333334,0
42801008,16.0,0.0,16.0,12.0,12.0,8.0,5.0,3.0,3.0,21,1,5.333333333333333,2.0,3.2,0.0,1.0,0.75,0.75,0.625,0.125,0.125,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
42819104,96.0,23.0,96.0,4.0,4.0,39.0,17.0,9.0,11.0,21,1,10.666666666666666,2.4615384615384617,5.647058823529412,0.23958333333333334,1.0,0.041666666666666664,0.041666666666666664,0.4358974358974359,0.375,0.4583333333333333,87.0,0.90625,0.0,0.0,4.0,0.041666666666666664,5.0,0.052083333333333336,0
42844200,273.0,81.0,114.0,63.0,0.0,108.0,28.0,18.0,14.0,22,2,15.166666666666666,2.5277777777777777,9.75,0.2967032967032967,0.4175824175824176,0.23076923076923078,0.0,0.25925925925925924,0.75,0.5833333333333334,253.0,0.9267399267399268,0.0,0.0,20.0,0.07326007326007326,0.0,0.0,0
42851945,606.0,122.0,383.0,49.0,26.0,271.0,81.0,22.0,20.0,24,0,27.545454545454547,2.236162361623616,7.481481481481482,0.20132013201320131,0.6320132013201321,0.08085808580858085,0.0429042904290429,0.2988929889298893,0.9166666666666666,0.8333333333333334,599.0,0.9884488448844885,0.0,0.0,6.0,0.009900990099009901,1.0,0.0016501650165016502,0
42864059,282.0,29.0,220.0,91.0,24.0,121.0,22.0,9.0,8.0,15,0,31.333333333333332,2.330578512396694,12.818181818181818,0.10283687943262411,0.7801418439716312,0.32269503546099293,0.0851063829787234,0.18181818181818182,0.375,0.3333333333333333,277.0,0.9822695035460993,2.0,0.0070921985815602835,0.0,0.0,3.0,0.010638297872340425,0
42879294,629.0,147.0,607.0,58.0,20.0,233.0,88.0,23.0,18.0,23,1,27.347826086956523,2.699570815450644,7.1477272727272725,0.23370429252782193,0.9650238473767886,0.09220985691573927,0.03179650238473768,0.3776824034334764,0.9583333333333334,0.75,602.0,0.9570747217806042,0.0,0.0,21.0,0.033386327503974564,6.0,0.009538950715421303,0
42924297,115.0,34.0,115.0,6.0,0.0,37.0,17.0,7.0,9.0,15,4,16.428571428571427,3.108108108108108,6.764705882352941,0.2956521739130435,1.0,0.05217391304347826,0.0,0.4594594594594595,0.2916666666666667,0.375,111.0,0.9652173913043478,0.0,0.0,3.0,0.02608695652173913,1.0,0.008695652173913044,0
42930798,2030.0,728.0,1556.0,434.0,35.0,1216.0,224.0,24.0,19.0,24,0,84.58333333333333,1.669407894736842,9.0625,0.3586206896551724,0.7665024630541872,0.21379310344827587,0.017241379310344827,0.18421052631578946,1.0,0.7916666666666666,1988.0,0.9793103448275862,0.0,0.0,36.0,0.017733990147783252,6.0,0.002955665024630542,0
42966250,1082.0,217.0,416.0,43.0,3.0,523.0,141.0,16.0,18.0,24,0,67.625,2.068833652007648,7.673758865248227,0.20055452865064696,0.3844731977818854,0.03974121996303143,0.0027726432532347504,0.2695984703632887,0.6666666666666666,0.75,1036.0,0.9574861367837338,2.0,0.0018484288354898336,32.0,0.029574861367837338,12.0,0.011090573012939002,0
42973948,1418.0,387.0,306.0,380.0,48.0,366.0,103.0,24.0,22.0,24,0,59.083333333333336,3.8743169398907105,13.766990291262136,0.27291960507757407,0.2157968970380818,0.2679830747531735,0.03385049365303244,0.2814207650273224,1.0,0.9166666666666666,1315.0,0.9273624823695346,45.0,0.03173483779971791,25.0,0.01763046544428773,33.0,0.0232722143864598,0
42982005,340.0,134.0,30.0,139.0,33.0,121.0,74.0,20.0,12.0,24,0,17.0,2.809917355371901,4.594594594594595,0.3941176470588235,0.08823529411764706,0.4088235294117647,0.09705882352941177,0.6115702479338843,0.8333333333333334,0.5,314.0,0.9235294117647059,0.0,0.0,22.0,0.06470588235294118,4.0,0.011764705882352941,0
42986678,1222.0,113.0,1062.0,276.0,94.0,396.0,103.0,21.0,21.0,24,0,58.19047619047619,3.085858585858586,11.864077669902912,0.09247135842880523,0.8690671031096563,0.22585924713584288,0.07692307692307693,0.2601010101010101,0.875,0.875,1196.0,0.9787234042553191,1.0,0.0008183306055646482,16.0,0.01309328968903437,9.0,0.007364975450081833,0
42993694,178.0,78.0,132.0,108.0,27.0,73.0,38.0,12.0,13.0,22,0,14.833333333333334,2.4383561643835616,4.684210526315789,0.43820224719101125,0.7415730337078652,0.6067415730337079,0.15168539325842698,0.5205479452054794,0.5,0.5416666666666666,168.0,0.9438202247191011,3.0,0.016853932584269662,1.0,0.0056179775280898875,6.0,0.033707865168539325,0
43022968,1100.0,309.0,920.0,241.0,81.0,374.0,109.0,22.0,17.0,24,0,50.0,2.9411764705882355,10.091743119266056,0.2809090909090909,0.8363636363636363,0.2190909090909091,0.07363636363636364,0.2914438502673797,0.9166666666666666,0.7083333333333334,1058.0,0.9618181818181818,14.0,0.012727272727272728,17.0,0.015454545454545455,11.0,0.01,0
43032378,2188.0,694.0,2188.0,491.0,95.0,850.0,140.0,21.0,15.0,24,0,104.19047619047619,2.5741176470588236,15.628571428571428,0.3171846435100548,1.0,0.22440585009140768,0.04341864716636198,0.16470588235294117,0.875,0.625,2008.0,0.9177330895795247,125.0,0.05712979890310786,40.0,0.018281535648994516,15.0,0.006855575868372943,0
43042442,791.0,200.0,611.0,97.0,24.0,270.0,86.0,19.0,16.0,23,1,41.63157894736842,2.9296296296296296,9.19767441860465,0.2528445006321112,0.7724399494310998,0.12262958280657396,0.03034134007585335,0.31851851851851853,0.7916666666666666,0.6666666666666666,755.0,0.95448798988622,25.0,0.0316055625790139,4.0,0.0050568900126422255,7.0,0.008849557522123894,0
43051852,5468.0,994.0,2942.0,1409.0,321.0,2113.0,190.0,22.0,19.0,24,0,248.54545454545453,2.587789872219593,28.778947368421054,0.18178493050475494,0.5380395025603512,0.25768105340160935,0.05870519385515728,0.08991954566966398,0.9166666666666666,0.7916666666666666,5412.0,0.9897585954645208,52.0,0.009509875640087784,1.0,0.000182882223847842,3.0,0.0005486466715435259,0
43052420,2630.0,971.0,1625.0,943.0,311.0,1103.0,286.0,24.0,20.0,24,0,109.58333333333333,2.384406165004533,9.195804195804195,0.36920152091254754,0.6178707224334601,0.35855513307984793,0.11825095057034221,0.25929283771532186,1.0,0.8333333333333334,2484.0,0.9444866920152091,51.0,0.019391634980988594,56.0,0.02129277566539924,39.0,0.014828897338403042,0
43056888,71.0,36.0,16.0,10.0,5.0,36.0,20.0,6.0,10.0,23,0,11.833333333333334,1.9722222222222223,3.55,0.5070422535211268,0.22535211267605634,0.14084507042253522,0.07042253521126761,0.5555555555555556,0.25,0.4166666666666667,57.0,0.8028169014084507,0.0,0.0,13.0,0.18309859154929578,1.0,0.014084507042253521,0
43072618,1417.0,544.0,1250.0,545.0,185.0,466.0,86.0,20.0,18.0,24,0,70.85,3.040772532188841,16.476744186046513,0.38390966831333806,0.8821453775582216,0.38461538461538464,0.1305575158786168,0.18454935622317598,0.8333333333333334,0.75,1382.0,0.9752999294283698,1.0,0.0007057163020465773,23.0,0.016231474947071278,11.0,0.0077628793225123505,0
43084101,484.0,13.0,221.0,18.0,5.0,229.0,97.0,18.0,15.0,23,1,26.88888888888889,2.11353711790393,4.989690721649485,0.026859504132231406,0.45661157024793386,0.0371900826446281,0.010330578512396695,0.42358078602620086,0.75,0.625,480.0,0.9917355371900827,0.0,0.0,4.0,0.008264462809917356,0.0,0.0,0
43109583,437.0,45.0,307.0,190.0,169.0,178.0,64.0,18.0,19.0,23,0,24.27777777777778,2.455056179775281,6.828125,0.10297482837528604,0.7025171624713958,0.43478260869565216,0.38672768878718533,0.3595505617977528,0.75,0.7916666666666666,416.0,0.9519450800915332,0.0,0.0,17.0,0.038901601830663615,4.0,0.009153318077803204,0
43136382,1951.0,400.0,1485.0,886.0,539.0,666.0,185.0,23.0,17.0,24,0,84.82608695652173,2.9294294294294296,10.545945945945945,0.20502306509482318,0.761148129164531,0.45412608918503333,0.27626858021527423,0.2777777777777778,0.9583333333333334,0.7083333333333334,1808.0,0.9267042542286007,0.0,0.0,118.0,0.06048180420297283,25.0,0.012813941568426449,0
43139118,415.0,15.0,327.0,100.0,37.0,129.0,43.0,15.0,16.0,23,1,27.666666666666668,3.2170542635658914,9.651162790697674,0.03614457831325301,0.7879518072289157,0.24096385542168675,0.0891566265060241,0.3333333333333333,0.625,0.6666666666666666,370.0,0.891566265060241,28.0,0.06746987951807229,9.0,0.021686746987951807,8.0,0.01927710843373494,0
43150394,2781.0,500.0,0.0,692.0,309.0,884.0,159.0,24.0,16.0,24,0,115.875,3.1459276018099547,17.49056603773585,0.17979144192736426,0.0,0.24883135562747213,0.1111111111111111,0.17986425339366516,1.0,0.6666666666666666,2722.0,0.978784609852571,7.0,0.0025170801869830997,35.0,0.012585400934915498,17.0,0.006112909025530385,0
43186720,805.0,219.0,805.0,306.0,188.0,380.0,24.0,15.0,12.0,21,0,53.666666666666664,2.1184210526315788,33.541666666666664,0.2720496894409938,1.0,0.3801242236024845,0.23354037267080746,0.06315789473684211,0.625,0.5,778.0,0.9664596273291925,27.0,0.03354037267080745,0.0,0.0,0.0,0.0,0
43234037,324.0,32.0,264.0,51.0,24.0,123.0,39.0,17.0,14.0,24,0,19.058823529411764,2.6341463414634148,8.307692307692308,0.09876543209876543,0.8148148148148148,0.1574074074074074,0.07407407407407407,0.3170731707317073,0.7083333333333334,0.5833333333333334,285.0,0.8796296296296297,20.0,0.06172839506172839,15.0,0.046296296296296294,4.0,0.012345679012345678,0
43235372,53.0,0.0,53.0,0.0,0.0,27.0,12.0,2.0,2.0,2,15,26.5,1.962962962962963,4.416666666666667,0.0,1.0,0.0,0.0,0.4444444444444444,0.08333333333333333,0.08333333333333333,51.0,0.9622641509433962,0.0,0.0,2.0,0.03773584905660377,0.0,0.0,1
43238774,922.0,290.0,533.0,114.0,62.0,292.0,67.0,22.0,18.0,24,0,41.90909090909091,3.1575342465753424,13.761194029850746,0.31453362255965295,0.5780911062906724,0.12364425162689804,0.06724511930585683,0.22945205479452055,0.9166666666666666,0.75,772.0,0.8373101952277657,103.0,0.11171366594360087,32.0,0.03470715835140998,15.0,0.016268980477223426,0
43245800,309.0,63.0,309.0,80.0,11.0,119.0,41.0,17.0,16.0,24,0,18.176470588235293,2.596638655462185,7.536585365853658,0.20388349514563106,1.0,0.2588996763754045,0.03559870550161812,0.3445378151260504,0.7083333333333334,0.6666666666666666,308.0,0.9967637540453075,0.0,0.0,1.0,0.003236245954692557,0.0,0.0,0
43250746,3273.0,932.0,2365.0,1775.0,1260.0,991.0,191.0,18.0,17.0,24,0,181.83333333333334,3.3027245206861755,17.13612565445026,0.28475404827375494,0.7225786739993889,0.5423159181179347,0.384967919340055,0.1927346115035318,0.75,0.7083333333333334,2503.0,0.7647418270699664,303.0,0.0925756186984418,453.0,0.1384051329055912,14.0,0.004277421326000611,0
